Pi (Pa)            ,Pf (Pa)            ,Vi (m³)             ,Vf (m³)            ,ΔP (Pa)            ,ΔV (m³)             ,C = ΔV / ΔP (m⁴·s²/kg) ,Cr = (ΔV / ΔP)*(1/Z) (m⁴·s²/kg)
301354.7738693467  ,602709.5477386934  , 692.4623115577889  ,346.23115577889445 ,301354.7738693467  ,-346.23115577889445 ,-0.0011489154504949173 ,-0.0012765727227721305
302881.90954773873 ,605763.8190954775  , 696.9849246231155  ,348.49246231155774 ,302881.90954773873 ,-348.49246231155774 ,-0.001150588567114901  ,-0.001278431741238779
304409.04522613063 ,608818.0904522613  , 701.5075376884422  ,350.7537688442211  ,304409.04522613063 ,-350.7537688442211  ,-0.0011522448966116076 ,-0.0012802721073462307
305936.18090452265 ,611872.3618090453  , 706.0301507537688  ,353.0150753768844  ,305936.18090452265 ,-353.0150753768844  ,-0.0011538846903729057 ,-0.0012820941004143397
307463.31658291456 ,614926.6331658291  , 710.5527638190954  ,355.2763819095477  ,307463.31658291456 ,-355.2763819095477  ,-0.0011555081947922045 ,-0.0012838979942135606
308990.4522613065  ,617980.904522613   , 715.0753768844221  ,357.53768844221105 ,308990.4522613065  ,-357.53768844221105 ,-0.0011571156513918727 ,-0.001285684057102081
310517.5879396985  ,621035.175879397   , 719.5979899497487  ,359.79899497487435 ,310517.5879396985  ,-359.79899497487435 ,-0.0011587072969430194 ,-0.0012874525521589105
312044.72361809044 ,624089.4472361809  , 724.1206030150753  ,362.06030150753764 ,312044.72361809044 ,-362.06030150753764 ,-0.0011602833635817567 ,-0.001289203737313063
313571.8592964824  ,627143.7185929648  , 728.643216080402   ,364.321608040201   ,313571.8592964824  ,-364.321608040201   ,-0.001161844078922065  ,-0.0012909378654689613
315098.99497487437 ,630197.9899497487  , 733.1658291457286  ,366.5829145728643  ,315098.99497487437 ,-366.5829145728643  ,-0.0011633896661653752 ,-0.0012926551846281947
316626.13065326633 ,633252.2613065327  , 737.6884422110552  ,368.8442211055276  ,316626.13065326633 ,-368.8442211055276  ,-0.0011649203442069811 ,-0.0012943559380077568
318153.2663316583  ,636306.5326633166  , 742.2110552763819  ,371.10552763819095 ,318153.2663316583  ,-371.10552763819095 ,-0.001166436327739388  ,-0.0012960403641548756
319680.40201005025 ,639360.8040201005  , 746.7336683417085  ,373.36683417085425 ,319680.40201005025 ,-373.36683417085425 ,-0.0011679378273526952 ,-0.0012977086970585503
321207.5376884422  ,642415.0753768844  , 751.2562814070351  ,375.62814070351754 ,321207.5376884422  ,-375.62814070351754 ,-0.0011694250496321198 ,-0.0012993611662579108
322734.6733668342  ,645469.3467336684  , 755.7788944723618  ,377.8894472361809  ,322734.6733668342  ,-377.8894472361809  ,-0.001170898197252749  ,-0.0013009979969474989
324261.80904522614 ,648523.6180904523  , 760.3015075376884  ,380.1507537688442  ,324261.80904522614 ,-380.1507537688442  ,-0.0011723574690716138 ,-0.0013026194100795709
325788.9447236181  ,651577.8894472362  , 764.824120603015   ,382.4120603015075  ,325788.9447236181  ,-382.4120603015075  ,-0.0011738030602171765 ,-0.0013042256224635295
327316.08040201006 ,654632.1608040201  , 769.3467336683417  ,384.67336683417085 ,327316.08040201006 ,-384.67336683417085 ,-0.0011752351621763114 ,-0.0013058168468625684
328843.216080402   ,657686.432160804   , 773.8693467336683  ,386.93467336683415 ,328843.216080402   ,-386.93467336683415 ,-0.0011766539628788595 ,-0.0013073932920876217
330370.3517587939  ,660740.7035175879  , 778.3919597989949  ,389.19597989949744 ,330370.3517587939  ,-389.19597989949744 ,-0.0011780596467798436 ,-0.0013089551630887152
331897.48743718595 ,663794.9748743719  , 782.9145728643216  ,391.4572864321608  ,331897.48743718595 ,-391.4572864321608  ,-0.0011794523949394072 ,-0.001310502661043786
333424.62311557785 ,666849.2462311557  , 787.4371859296482  ,393.7185929648241  ,333424.62311557785 ,-393.7185929648241  ,-0.001180832385100563  ,-0.00131203598344507
334951.7587939699  ,669903.5175879397  , 791.9597989949748  ,395.9798994974874  ,334951.7587939699  ,-395.9798994974874  ,-0.0011821997917648081 ,-0.0013135553241831201
336478.8944723618  ,672957.7889447236  , 796.4824120603015  ,398.24120603015075 ,336478.8944723618  ,-398.24120603015075 ,-0.001183554786265687  ,-0.001315060873628541
338006.0301507538  ,676012.0603015076  , 801.0050251256281  ,400.50251256281405 ,338006.0301507538  ,-400.50251256281405 ,-0.0011848975368403524 ,-0.0013165528187115028
339533.1658291457  ,679066.3316582914  , 805.5276381909547  ,402.76381909547734 ,339533.1658291457  ,-402.76381909547734 ,-0.001186228208699204  ,-0.0013180313429991158
341060.3015075377  ,682120.6030150754  , 810.0502512562814  ,405.0251256281407  ,341060.3015075377  ,-405.0251256281407  ,-0.001187546964093648  ,-0.00131949662677072
342587.4371859296  ,685174.8743718592  , 814.572864321608   ,407.286432160804   ,342587.4371859296  ,-407.286432160804   ,-0.0011888539623820496 ,-0.0013209488470911663
344114.57286432164 ,688229.1457286433  , 819.0954773869346  ,409.5477386934673  ,344114.57286432164 ,-409.5477386934673  ,-0.0011901493600939266 ,-0.0013223881778821407
